MMSI,Company,Origin,Destination,StDate,Distance,ETA,ATA,TradeRoute,
238856508,Maersk,Shanghai,Savannah,2018-12-19 04:25:19,10180.65571,2019-01-20 18:25:19,2019-01-22 19:25:19,Panama,
561348462,XPO Logistics,Shenzhen,Savannah,2019-04-18 07:47:21,10855.54991,2019-05-23 03:47:21,2019-05-22 22:47:21,Panama,
994893771,XPO Logistics,Savannah,Guangzhou,2019-06-22 16:52:36,10899.65958,2019-07-27 01:52:36,2019-07-27 07:52:36,Panama,
191651957,XPO Logistics,Shanghai,Savannah,2018-12-10 07:51:13,10180.65571,2019-01-12 05:51:13,2019-01-13 22:51:13,Panama,
556488482,XPO Logistics,New York,Shanghai,2018-10-08 01:09:06,10602.20874,2018-11-10 10:09:06,2018-11-11 16:09:06,Panama,
866182878,XPO Logistics,Ningbo,New York,2016-02-28 15:03:02,10626.43256,2016-04-03 07:03:02,2016-04-03 06:03:02,Panama,
348746485,Maersk,Shanghai,New York,2016-11-05 04:21:01,10602.20874,2016-12-08 21:21:01,2016-12-09 20:21:01,Panama,
850142122,XPO Logistics,New York,Qingdao,2015-04-20 01:44:05,10627.31514,2015-05-24 21:44:05,2015-05-24 17:44:05,Panama,
472129536,XPO Logistics,Shanghai,New York,2015-12-12 09:22:45,10602.20874,2016-01-15 06:22:45,2016-01-16 01:22:45,Panama,
331816536,HPL,Savannah,Qingdao,2015-07-14 21:13:07,10205.76212,2015-08-15 22:13:07,2015-08-18 13:13:07,Panama,
253349824,XPO Logistics,New York,Shanghai,2017-04-08 05:41:37,10602.20874,2017-05-11 17:41:37,2017-05-12 22:41:37,Panama,
191651957,XPO Logistics,Shanghai,Savannah,2018-05-05 07:51:13,10180.65571,2018-06-06 23:51:13,2018-06-09 00:51:13,Panama,
988118091,XPO Logistics,Savannah,Ningbo,2018-09-10 20:35:14,10204.87953,2018-10-13 09:35:14,2018-10-15 13:35:14,Panama,
848149492,HPL,New York,Shanghai,2017-04-16 22:33:28,10602.20874,2017-05-20 10:33:28,2017-05-21 15:33:28,Panama,
268770385,XPO Logistics,Ningbo,Savannah,2015-01-26 03:53:27,10204.87953,2015-02-27 19:53:27,2015-03-01 20:53:27,Panama,
527096192,HPL,Shanghai,New York,2017-12-26 11:17:26,10602.20874,2018-01-28 14:17:26,2018-01-30 04:17:26,Panama,
677367744,HPL,Ningbo,New York,2016-03-11 14:36:07,10626.43256,2016-04-15 03:36:07,2016-04-15 07:36:07,Panama,
592558665,Maersk,Ningbo,Savannah,2018-03-18 05:53:51,10204.87953,2018-04-20 03:53:51,2018-04-21 23:53:51,Panama,
592558665,Maersk,Savannah,Ningbo,2018-08-14 05:53:51,10204.87953,2018-09-15 22:53:51,2018-09-17 23:53:51,Panama,
973947385,Maersk,Ningbo,New York,2015-08-20 13:18:18,10626.43256,2015-09-23 23:18:18,2015-09-24 07:18:18,Panama,
531033455,XPO Logistics,New York,Shanghai,2018-01-19 21:02:28,10602.20874,2018-02-22 03:02:28,2018-02-23 15:02:28,Panama,
682391965,XPO Logistics,Savannah,Shanghai,2019-01-30 15:16:53,10180.65571,2019-03-04 09:16:53,2019-03-06 09:16:53,Panama,
783464083,XPO Logistics,Guangzhou,Savannah,2017-09-13 13:52:18,10899.65958,2017-10-18 03:52:18,2017-10-18 07:52:18,Panama,
726767543,HPL,Shanghai,New York,2017-08-04 05:24:48,10602.20874,2017-09-06 08:24:48,2017-09-07 23:24:48,Panama,
986094285,HPL,Qingdao,New York,2017-05-22 11:06:57,10627.31514,2017-06-25 14:06:57,2017-06-26 05:06:57,Panama,
374557281,XPO Logistics,Qingdao,New York,2016-11-04 12:30:15,10627.31514,2016-12-09 06:30:15,2016-12-09 07:30:15,Panama,
266470176,HPL,Qingdao,Savannah,2017-05-05 01:35:49,10205.76212,2017-06-06 19:35:49,2017-06-08 20:35:49,Panama,
421683580,Maersk,Guangzhou,Savannah,2018-06-07 17:46:29,10899.65958,2018-07-11 22:46:29,2018-07-12 13:46:29,Panama,
305292266,XPO Logistics,New York,Ningbo,2015-11-13 00:35:55,10626.43256,2015-12-17 08:35:55,2015-12-17 20:35:55,Panama,
985216052,XPO Logistics,Savannah,Shenzhen,2019-11-19 16:29:29,10855.54991,2019-12-24 05:29:29,2019-12-24 12:29:29,Panama,
838213805,XPO Logistics,Savannah,Qingdao,2017-03-26 16:36:46,10205.76212,2017-04-27 16:36:46,2017-04-30 12:36:46,Panama,
100716192,Maersk,Savannah,Ningbo,2015-10-14 10:24:44,10204.87953,2015-11-15 22:24:44,2015-11-18 07:24:44,Panama,
402494581,Maersk,Shenzhen,Savannah,2019-05-16 21:48:41,10855.54991,2019-06-20 14:48:41,2019-06-20 18:48:41,Panama,
888192591,Maersk,Shanghai,Savannah,2019-03-23 15:10:46,10180.65571,2019-04-24 20:10:46,2019-04-27 12:10:46,Panama,
970782914,Maersk,New York,Shanghai,2019-02-20 10:16:42,10602.20874,2019-03-25 20:16:42,2019-03-27 07:16:42,Panama,
177243057,XPO Logistics,Savannah,Qingdao,2017-11-05 20:08:19,10205.76212,2017-12-08 10:08:19,2017-12-10 17:08:19,Panama,
374207887,XPO Logistics,Shanghai,Savannah,2019-08-30 19:32:51,10180.65571,2019-10-01 21:32:51,2019-10-04 16:32:51,Panama,
368187453,HPL,New York,Ningbo,2018-01-21 05:30:18,10626.43256,2018-02-24 12:30:18,2018-02-25 02:30:18,Panama,
967517262,HPL,Guangzhou,Savannah,2016-10-14 03:17:06,10899.65958,2016-11-17 05:17:06,2016-11-18 00:17:06,Panama,
919717627,XPO Logistics,New York,Ningbo,2017-10-23 14:41:09,10626.43256,2017-11-27 04:41:09,2017-11-27 12:41:09,Panama,
894738494,XPO Logistics,New York,Ningbo,2018-11-08 09:48:51,10626.43256,2018-12-13 02:48:51,2018-12-13 07:48:51,Panama,
198972818,XPO Logistics,Ningbo,Savannah,2018-11-23 09:52:50,10204.87953,2018-12-26 00:52:50,2018-12-28 07:52:50,Panama,
866182878,XPO Logistics,Ningbo,New York,2015-08-08 15:03:02,10626.43256,2015-09-11 16:03:02,2015-09-12 13:03:02,Panama,
417364485,Maersk,Savannah,Guangzhou,2018-02-27 05:07:09,10899.65958,2018-04-02 22:07:09,2018-04-03 05:07:09,Panama,
181862658,Maersk,Shanghai,New York,2017-06-15 08:24:26,10602.20874,2017-07-18 10:24:26,2017-07-20 08:24:26,Panama,
531033455,XPO Logistics,New York,Shanghai,2017-10-01 21:02:28,10602.20874,2017-11-04 12:02:28,2017-11-05 21:02:28,Panama,
191651957,XPO Logistics,Shanghai,Savannah,2018-08-30 07:51:13,10180.65571,2018-10-01 20:51:13,2018-10-04 07:51:13,Panama,
994736044,XPO Logistics,Shanghai,New York,2017-03-17 04:54:24,10602.20874,2017-04-19 22:54:24,2017-04-21 05:54:24,Panama,
862756195,HPL,Savannah,Ningbo,2018-02-21 13:35:57,10204.87953,2018-03-25 19:35:57,2018-03-28 14:35:57,Panama,
148885049,Maersk,Savannah,Guangzhou,2019-03-18 16:27:50,10899.65958,2019-04-21 16:27:50,2019-04-22 17:27:50,Panama,
838213805,XPO Logistics,Savannah,Qingdao,2017-07-16 16:36:46,10205.76212,2017-08-18 06:36:46,2017-08-20 17:36:46,Panama,
556488482,XPO Logistics,Shanghai,New York,2019-10-21 01:09:06,10602.20874,2019-11-23 07:09:06,2019-11-25 02:09:06,Panama,
986094285,HPL,Qingdao,New York,2017-02-02 11:06:57,10627.31514,2017-03-08 20:06:57,2017-03-09 13:06:57,Panama,
181862658,Maersk,New York,Shanghai,2017-08-11 08:24:26,10602.20874,2017-09-13 23:24:26,2017-09-15 10:24:26,Panama,
654494119,Maersk,Qingdao,New York,2017-10-20 00:32:22,10627.31514,2017-11-23 11:32:22,2017-11-24 02:32:22,Panama,
524936329,Maersk,Ningbo,New York,2016-11-13 20:33:01,10626.43256,2016-12-18 13:33:01,2016-12-18 23:33:01,Panama,
421683580,Maersk,Savannah,Guangzhou,2019-09-20 17:46:29,10899.65958,2019-10-24 17:46:29,2019-10-25 20:46:29,Panama,
682391965,XPO Logistics,Shanghai,Savannah,2018-05-02 15:16:53,10180.65571,2018-06-03 15:16:53,2018-06-06 18:16:53,Panama,
994736044,XPO Logistics,Shanghai,New York,2018-12-13 04:54:24,10602.20874,2019-01-15 09:54:24,2019-01-17 07:54:24,Panama,
866182878,XPO Logistics,Ningbo,New York,2015-11-13 15:03:02,10626.43256,2015-12-18 12:03:02,2015-12-18 18:03:02,Panama,
927749178,HPL,Guangzhou,Savannah,2018-09-02 13:51:15,10899.65958,2018-10-06 22:51:15,2018-10-07 16:51:15,Panama,
100716192,Maersk,Savannah,Qingdao,2016-12-24 10:24:44,10205.76212,2017-01-26 04:24:44,2017-01-28 14:24:44,Panama,
326210304,Maersk,Ningbo,New York,2015-01-04 22:43:51,10626.43256,2015-02-08 14:43:51,2015-02-09 03:43:51,Panama,
416122155,Maersk,Shanghai,New York,2016-12-06 10:54:15,10602.20874,2017-01-09 08:54:15,2017-01-10 15:54:15,Panama,
610784130,Maersk,Shanghai,New York,2015-08-17 10:47:23,10602.20874,2015-09-19 23:47:23,2015-09-21 15:47:23,Panama,
253349824,XPO Logistics,New York,Shanghai,2017-07-25 05:41:37,10602.20874,2017-08-27 12:41:37,2017-08-29 10:41:37,Panama,
402138121,XPO Logistics,Shanghai,New York,2018-06-02 19:14:56,10602.20874,2018-07-06 10:14:56,2018-07-08 00:14:56,Panama,
677367744,HPL,Ningbo,New York,2015-11-23 14:36:07,10626.43256,2015-12-28 02:36:07,2015-12-28 19:36:07,Panama,
524936329,Maersk,New York,Ningbo,2018-03-06 20:33:01,10626.43256,2018-04-10 12:33:01,2018-04-11 01:33:01,Panama,
872116777,Maersk,Qingdao,Savannah,2016-01-09 04:47:09,10205.76212,2016-02-10 12:47:09,2016-02-13 09:47:09,Panama,
266470176,HPL,Savannah,Qingdao,2017-10-12 01:35:49,10205.76212,2017-11-13 20:35:49,2017-11-16 06:35:49,Panama,
331816536,HPL,Qingdao,Savannah,2016-04-19 21:13:07,10205.76212,2016-05-22 04:13:07,2016-05-25 02:13:07,Panama,
829877016,Maersk,Guangzhou,Savannah,2016-11-09 20:58:09,10899.65958,2016-12-14 08:58:09,2016-12-15 02:58:09,Panama,
421683580,Maersk,Qingdao,New York,2018-02-13 17:46:29,10627.31514,2018-03-19 21:46:29,2018-03-20 23:46:29,Panama,
472129536,XPO Logistics,Shanghai,New York,2015-08-28 09:22:45,10602.20874,2015-09-30 10:22:45,2015-10-02 15:22:45,Panama,
100716192,Maersk,Qingdao,Savannah,2019-04-09 10:24:44,10205.76212,2019-05-11 18:24:44,2019-05-14 17:24:44,Panama,
402138121,XPO Logistics,New York,Shanghai,2018-11-17 19:14:56,10602.20874,2018-12-20 20:14:56,2018-12-23 02:14:56,Panama,
268770385,XPO Logistics,Ningbo,Savannah,2016-04-08 03:53:27,10204.87953,2016-05-10 17:53:27,2016-05-13 10:53:27,Panama,
994736044,XPO Logistics,Shanghai,New York,2016-12-05 04:54:24,10602.20874,2017-01-07 13:54:24,2017-01-09 11:54:24,Panama,
161181294,HPL,Savannah,Shenzhen,2018-12-13 02:17:44,10855.54991,2019-01-16 10:17:44,2019-01-17 09:17:44,Panama,
872116777,Maersk,Savannah,Qingdao,2016-03-05 04:47:09,10205.76212,2016-04-06 04:47:09,2016-04-09 11:47:09,Panama,
682391965,XPO Logistics,Savannah,Qingdao,2017-04-08 15:16:53,10205.76212,2017-05-10 23:16:53,2017-05-13 22:16:53,Panama,
988118091,XPO Logistics,Ningbo,Savannah,2019-02-22 20:35:14,10204.87953,2019-03-27 18:35:14,2019-03-30 04:35:14,Panama,
654494119,Maersk,Qingdao,New York,2016-11-18 00:32:22,10627.31514,2016-12-22 05:32:22,2016-12-23 08:32:22,Panama,
967517262,HPL,Savannah,Guangzhou,2017-03-20 03:17:06,10899.65958,2017-04-23 14:17:06,2017-04-24 11:17:06,Panama,
862756195,HPL,Ningbo,Savannah,2018-07-27 13:35:57,10204.87953,2018-08-29 10:35:57,2018-08-31 21:35:57,Panama,
872116777,Maersk,Ningbo,New York,2018-05-25 04:47:09,10626.43256,2018-06-28 21:47:09,2018-06-29 12:47:09,Panama,
894738494,XPO Logistics,Ningbo,New York,2019-04-18 09:48:51,10626.43256,2019-05-23 06:48:51,2019-05-23 17:48:51,Panama,
148885049,Maersk,Guangzhou,Savannah,2019-01-22 16:27:50,10899.65958,2019-02-25 17:27:50,2019-02-27 01:27:50,Panama,
268770385,XPO Logistics,Savannah,Qingdao,2019-02-28 03:53:27,10205.76212,2019-04-02 00:53:27,2019-04-04 12:53:27,Panama,
682391965,XPO Logistics,Qingdao,Savannah,2015-01-06 15:16:53,10205.76212,2015-02-08 07:16:53,2015-02-11 00:16:53,Panama,
610175329,XPO Logistics,New York,Shanghai,2016-10-31 19:13:52,10602.20874,2016-12-03 20:13:52,2016-12-06 04:13:52,Panama,
518725345,HPL,Shanghai,Savannah,2018-10-27 08:24:50,10180.65571,2018-11-28 23:24:50,2018-12-01 17:24:50,Panama,
462467306,HPL,Savannah,Ningbo,2018-08-23 12:46:18,10204.87953,2018-09-25 04:46:18,2018-09-27 21:46:18,Panama,
748796290,Maersk,Shanghai,New York,2016-09-20 18:02:31,10602.20874,2016-10-23 23:02:31,2016-10-26 04:02:31,Panama,
100716192,Maersk,Savannah,Ningbo,2016-02-01 10:24:44,10204.87953,2016-03-04 19:24:44,2016-03-07 20:24:44,Panama,
862756195,HPL,New York,Shanghai,2015-10-23 13:35:57,10602.20874,2015-11-26 01:35:57,2015-11-27 23:35:57,Panama,
934224690,Maersk,Shenzhen,Savannah,2018-07-15 11:01:03,10855.54991,2018-08-19 08:01:03,2018-08-19 21:01:03,Panama,
850142122,XPO Logistics,New York,Qingdao,2016-03-10 01:44:05,10627.31514,2016-04-13 20:44:05,2016-04-14 11:44:05,Panama,
326210304,Maersk,New York,Ningbo,2016-01-07 22:43:51,10626.43256,2016-02-11 06:43:51,2016-02-12 09:43:51,Panama,
610784130,Maersk,Shanghai,New York,2015-04-28 10:47:23,10602.20874,2015-05-31 13:47:23,2015-06-02 21:47:23,Panama,
934224690,Maersk,Savannah,Shenzhen,2019-07-18 11:01:03,10855.54991,2019-08-22 04:01:03,2019-08-22 22:01:03,Panama,
191651957,XPO Logistics,Ningbo,Savannah,2015-09-06 07:51:13,10204.87953,2015-10-08 21:51:13,2015-10-11 18:51:13,Panama,
988118091,XPO Logistics,Savannah,Ningbo,2018-05-20 20:35:14,10204.87953,2018-06-22 16:35:14,2018-06-25 07:35:14,Panama,
953342575,HPL,Savannah,Shanghai,2019-05-29 01:49:49,10180.65571,2019-06-30 03:49:49,2019-07-03 12:49:49,Panama,
850142122,XPO Logistics,Guangzhou,Savannah,2018-07-25 01:44:05,10899.65958,2018-08-28 08:44:05,2018-08-29 12:44:05,Panama,
148885049,Maersk,Savannah,Guangzhou,2018-01-24 16:27:50,10899.65958,2018-02-28 00:27:50,2018-03-01 04:27:50,Panama,
682391965,XPO Logistics,Savannah,Qingdao,2015-06-14 15:16:53,10205.76212,2015-07-17 02:16:53,2015-07-20 03:16:53,Panama,
610175329,XPO Logistics,New York,Shanghai,2017-09-18 19:13:52,10602.20874,2017-10-22 01:13:52,2017-10-24 07:13:52,Panama,
705720612,HPL,Savannah,Ningbo,2015-03-21 06:53:29,10204.87953,2015-04-22 13:53:29,2015-04-25 18:53:29,Panama,
721391578,HPL,Savannah,Shanghai,2019-01-16 05:33:38,10180.65571,2019-02-17 05:33:38,2019-02-20 17:33:38,Panama,
748796290,Maersk,Shanghai,New York,2017-08-02 18:02:31,10602.20874,2017-09-05 01:02:31,2017-09-07 07:02:31,Panama,
524936329,Maersk,Ningbo,New York,2017-06-24 20:33:01,10626.43256,2017-07-29 08:33:01,2017-07-30 09:33:01,Panama,
238856508,Maersk,Shanghai,Savannah,2019-07-25 04:25:19,10180.65571,2019-08-26 07:25:19,2019-08-29 17:25:19,Panama,
682391965,XPO Logistics,Qingdao,Savannah,2016-10-31 15:16:53,10205.76212,2016-12-02 18:16:53,2016-12-06 04:16:53,Panama,
988118091,XPO Logistics,Ningbo,Savannah,2017-12-10 20:35:14,10204.87953,2018-01-12 11:35:14,2018-01-15 10:35:14,Panama,
268770385,XPO Logistics,Qingdao,Savannah,2018-05-28 03:53:27,10205.76212,2018-06-29 16:53:27,2018-07-02 17:53:27,Panama,
348929173,HPL,New York,Shanghai,2019-10-08 15:10:51,10602.20874,2019-11-11 01:10:51,2019-11-13 05:10:51,Panama,
266299721,Maersk,Qingdao,New York,2018-09-10 03:57:30,10627.31514,2018-10-14 12:57:30,2018-10-15 17:57:30,Panama,
374557281,XPO Logistics,New York,Shanghai,2019-04-30 12:30:15,10602.20874,2019-06-02 12:30:15,2019-06-05 02:30:15,Panama,
843164587,Maersk,Guangzhou,Savannah,2015-01-02 05:28:35,10899.65958,2015-02-05 16:28:35,2015-02-06 20:28:35,Panama,
374557281,XPO Logistics,Qingdao,New York,2017-06-06 12:30:15,10627.31514,2017-07-11 04:30:15,2017-07-12 03:30:15,Panama,
919717627,XPO Logistics,Ningbo,New York,2017-08-28 14:41:09,10626.43256,2017-10-02 02:41:09,2017-10-03 05:41:09,Panama,
692331648,XPO Logistics,Guangzhou,Savannah,2018-03-02 06:53:03,10899.65958,2018-04-05 18:53:03,2018-04-06 21:53:03,Panama,
967517262,HPL,Guangzhou,Savannah,2017-08-16 03:17:06,10899.65958,2017-09-19 04:17:06,2017-09-20 18:17:06,Panama,
862756195,HPL,Shanghai,New York,2015-08-28 13:35:57,10602.20874,2015-09-30 18:35:57,2015-10-03 04:35:57,Panama,
518725345,HPL,Savannah,Shanghai,2019-07-24 08:24:50,10180.65571,2019-08-25 11:24:50,2019-08-29 00:24:50,Panama,
474932532,HPL,New York,Shanghai,2019-06-06 21:15:08,10602.20874,2019-07-10 12:15:08,2019-07-12 13:15:08,Panama,
888192591,Maersk,Savannah,Qingdao,2015-10-03 15:10:46,10205.76212,2015-11-04 21:10:46,2015-11-08 08:10:46,Panama,
148885049,Maersk,New York,Qingdao,2015-10-16 16:27:50,10627.31514,2015-11-20 05:27:50,2015-11-21 09:27:50,Panama,
474932532,HPL,New York,Shanghai,2018-10-19 21:15:08,10602.20874,2018-11-22 05:15:08,2018-11-24 14:15:08,Panama,
100716192,Maersk,Ningbo,Savannah,2016-03-29 10:24:44,10204.87953,2016-04-30 13:24:44,2016-05-04 04:24:44,Panama,
148885049,Maersk,Guangzhou,Savannah,2017-12-01 16:27:50,10899.65958,2018-01-05 08:27:50,2018-01-06 10:27:50,Panama,
935055182,Maersk,Savannah,Qingdao,2017-07-18 12:02:26,10205.76212,2017-08-20 07:02:26,2017-08-23 06:02:26,Panama,
374557281,XPO Logistics,Shanghai,New York,2019-06-21 12:30:15,10602.20874,2019-07-25 03:30:15,2019-07-27 06:30:15,Panama,
305292266,XPO Logistics,New York,Ningbo,2015-04-15 00:35:55,10626.43256,2015-05-19 00:35:55,2015-05-20 18:35:55,Panama,
705720612,HPL,Ningbo,Savannah,2015-08-30 06:53:29,10204.87953,2015-10-01 16:53:29,2015-10-05 00:53:29,Panama,
518725345,HPL,Savannah,Qingdao,2015-04-16 08:24:50,10205.76212,2015-05-19 01:24:50,2015-05-22 02:24:50,Panama,
726767543,HPL,New York,Shanghai,2016-11-08 05:24:48,10602.20874,2016-12-11 16:24:48,2016-12-13 23:24:48,Panama,
181862658,Maersk,Shanghai,New York,2016-11-11 08:24:26,10602.20874,2016-12-14 16:24:26,2016-12-17 03:24:26,Panama,
421683580,Maersk,Savannah,Guangzhou,2019-02-21 17:46:29,10899.65958,2019-03-28 06:46:29,2019-03-29 12:46:29,Panama,
348746485,Maersk,New York,Shanghai,2017-11-06 04:21:01,10602.20874,2017-12-10 00:21:01,2017-12-11 23:21:01,Panama,
421683580,Maersk,Savannah,Guangzhou,2019-06-05 17:46:29,10899.65958,2019-07-10 13:46:29,2019-07-11 13:46:29,Panama,
368187453,HPL,Ningbo,New York,2016-10-06 05:30:18,10626.43256,2016-11-09 12:30:18,2016-11-11 01:30:18,Panama,
546279359,HPL,Qingdao,New York,2018-09-23 09:35:57,10627.31514,2018-10-27 18:35:57,2018-10-29 05:35:57,Panama,
421683580,Maersk,Guangzhou,Savannah,2019-04-12 17:46:29,10899.65958,2019-05-16 23:46:29,2019-05-18 14:46:29,Panama,
894738494,XPO Logistics,Qingdao,Savannah,2015-09-10 09:48:51,10205.76212,2015-10-13 01:48:51,2015-10-16 06:48:51,Panama,
705720612,HPL,Savannah,Qingdao,2018-06-30 06:53:29,10205.76212,2018-08-02 00:53:29,2018-08-05 03:53:29,Panama,
946661433,HPL,New York,Ningbo,2015-09-21 21:35:31,10626.43256,2015-10-26 12:35:31,2015-10-27 18:35:31,Panama,
610784130,Maersk,New York,Shanghai,2016-01-16 10:47:23,10602.20874,2016-02-19 02:47:23,2016-02-21 08:47:23,Panama,
935055182,Maersk,Qingdao,Savannah,2016-06-09 12:02:26,10205.76212,2016-07-12 02:02:26,2016-07-15 10:02:26,Panama,
721391578,HPL,Savannah,Shanghai,2019-05-06 05:33:38,10180.65571,2019-06-07 14:33:38,2019-06-11 03:33:38,Panama,
866182878,XPO Logistics,New York,Ningbo,2015-06-16 15:03:02,10626.43256,2015-07-21 03:03:02,2015-07-22 13:03:02,Panama,
331816536,HPL,New York,Ningbo,2018-10-09 21:13:07,10626.43256,2018-11-13 10:13:07,2018-11-14 19:13:07,Panama,
872116777,Maersk,New York,Ningbo,2019-09-02 04:47:09,10626.43256,2019-10-06 04:47:09,2019-10-08 04:47:09,Panama,
973947385,Maersk,New York,Ningbo,2016-01-30 13:18:18,10626.43256,2016-03-04 22:18:18,2016-03-06 13:18:18,Panama,
732148706,XPO Logistics,Guangzhou,New York,2015-04-29 01:05:47,11321.2126,2015-06-04 04:05:47,2015-06-04 01:05:47,Panama,
850142122,XPO Logistics,New York,Guangzhou,2017-07-30 01:44:05,11321.2126,2017-09-04 11:44:05,2017-09-04 01:44:05,Panama,
883318538,XPO Logistics,New York,Guangzhou,2019-05-06 20:28:49,11321.2126,2019-06-12 07:28:49,2019-06-11 20:28:49,Panama,
705720612,HPL,Savannah,Qingdao,2016-12-23 06:53:29,10205.76212,2017-01-24 21:53:29,2017-01-28 06:53:29,Panama,
973947385,Maersk,New York,Ningbo,2015-03-16 13:18:18,10626.43256,2015-04-19 23:18:18,2015-04-21 14:18:18,Panama,
396295192,Maersk,Savannah,Shanghai,2019-11-24 08:56:01,10180.65571,2019-12-26 13:56:01,2019-12-30 09:56:01,Panama,
161181294,HPL,New York,Shenzhen,2015-03-31 02:17:44,11277.10294,2015-05-06 18:17:44,2015-05-06 03:17:44,Panama,
518725345,HPL,Qingdao,Savannah,2017-08-03 08:24:50,10205.76212,2017-09-04 23:24:50,2017-09-08 09:24:50,Panama,
518725345,HPL,Shanghai,Savannah,2018-07-01 08:24:50,10180.65571,2018-08-02 08:24:50,2018-08-06 09:24:50,Panama,
843164587,Maersk,Shenzhen,New York,2018-03-29 05:28:35,11277.10294,2018-05-04 15:28:35,2018-05-04 06:28:35,Panama,
374557281,XPO Logistics,Shanghai,New York,2018-04-27 12:30:15,10602.20874,2018-05-30 17:30:15,2018-06-02 13:30:15,Panama,
472129536,XPO Logistics,New York,Shenzhen,2018-04-27 09:22:45,11277.10294,2018-06-03 06:22:45,2018-06-02 10:22:45,Panama,
921059980,HPL,New York,Shenzhen,2016-12-14 10:47:29,11277.10294,2017-01-20 07:47:29,2017-01-19 11:47:29,Panama,
692331648,XPO Logistics,Savannah,Guangzhou,2018-08-05 06:53:03,10899.65958,2018-09-08 08:53:03,2018-09-10 07:53:03,Panama,
421683580,Maersk,New York,Qingdao,2017-05-18 17:46:29,10627.31514,2017-06-21 21:46:29,2017-06-23 19:46:29,Panama,
953342575,HPL,Shanghai,Savannah,2018-08-25 01:49:49,10180.65571,2018-09-26 14:49:49,2018-09-30 03:49:49,Panama,
238856508,Maersk,Savannah,Ningbo,2015-10-11 04:25:19,10204.87953,2015-11-12 16:25:19,2015-11-16 06:25:19,Panama,
518725345,HPL,Qingdao,Savannah,2016-01-29 08:24:50,10205.76212,2016-03-01 20:24:50,2016-03-05 10:24:50,Panama,
518725345,HPL,Shanghai,Savannah,2019-05-30 08:24:50,10180.65571,2019-07-01 22:24:50,2019-07-05 10:24:50,Panama,
417364485,Maersk,Guangzhou,Savannah,2017-09-26 05:07:09,10899.65958,2017-10-30 13:07:09,2017-11-01 07:07:09,Panama,
472129536,XPO Logistics,Shanghai,New York,2016-03-30 09:22:45,10602.20874,2016-05-02 20:22:45,2016-05-05 12:22:45,Panama,
921059980,HPL,New York,Shenzhen,2018-01-27 10:47:29,11277.10294,2018-03-04 16:47:29,2018-03-04 13:47:29,Panama,
953342575,HPL,Savannah,Ningbo,2016-05-23 01:49:49,10204.87953,2016-06-24 08:49:49,2016-06-28 04:49:49,Panama,
181862658,Maersk,New York,Shanghai,2019-01-31 08:24:26,10602.20874,2019-03-06 06:24:26,2019-03-08 12:24:26,Panama,
161181294,HPL,Savannah,Shenzhen,2018-08-29 02:17:44,10855.54991,2018-10-02 07:17:44,2018-10-04 06:17:44,Panama,
732298592,Maersk,New York,Shenzhen,2019-08-06 15:25:37,11277.10294,2019-09-12 00:25:37,2019-09-11 19:25:37,Panama,
850142122,XPO Logistics,New York,Guangzhou,2017-01-21 01:44:05,11321.2126,2017-02-26 11:44:05,2017-02-26 05:44:05,Panama,
472129536,XPO Logistics,New York,Shanghai,2016-05-20 09:22:45,10602.20874,2016-06-22 17:22:45,2016-06-25 13:22:45,Panama,
921059980,HPL,New York,Shanghai,2016-05-16 10:47:29,10602.20874,2016-06-18 16:47:29,2016-06-21 14:47:29,Panama,
402494581,Maersk,Savannah,Shenzhen,2019-03-23 21:48:41,10855.54991,2019-04-27 12:48:41,2019-04-29 02:48:41,Panama,
829877016,Maersk,Guangzhou,Savannah,2017-02-20 20:58:09,10899.65958,2017-03-27 10:58:09,2017-03-29 01:58:09,Panama,
474932532,HPL,Shanghai,New York,2019-11-09 21:15:08,10602.20874,2019-12-13 00:15:08,2019-12-16 02:15:08,Panama,
654494119,Maersk,New York,Qingdao,2017-08-26 00:32:22,10627.31514,2017-09-29 14:32:22,2017-10-01 06:32:22,Panama,
654494119,Maersk,Shanghai,New York,2018-09-05 00:32:22,10602.20874,2018-10-08 11:32:22,2018-10-11 06:32:22,Panama,
829877016,Maersk,Savannah,Guangzhou,2017-04-15 20:58:09,10899.65958,2017-05-19 21:58:09,2017-05-22 02:58:09,Panama,
935055182,Maersk,New York,Guangzhou,2015-03-13 12:02:26,11321.2126,2015-04-18 13:02:26,2015-04-18 18:02:26,Panama,
973947385,Maersk,New York,Ningbo,2016-05-08 13:18:18,10626.43256,2016-06-12 10:18:18,2016-06-13 19:18:18,Panama,
191651957,XPO Logistics,Savannah,Shanghai,2019-09-10 07:51:13,10180.65571,2019-10-12 10:51:13,2019-10-16 13:51:13,Panama,
946661433,HPL,Ningbo,New York,2016-03-08 21:35:31,10626.43256,2016-04-12 07:35:31,2016-04-14 03:35:31,Panama,
100716192,Maersk,Qingdao,Savannah,2018-01-03 10:24:44,10205.76212,2018-02-05 08:24:44,2018-02-08 17:24:44,Panama,
927749178,HPL,Shenzhen,New York,2015-08-29 13:51:15,11277.10294,2015-10-05 00:51:15,2015-10-04 20:51:15,Panama,
268770385,XPO Logistics,Savannah,Ningbo,2015-10-30 03:53:27,10204.87953,2015-12-02 00:53:27,2015-12-05 10:53:27,Panama,
988118091,XPO Logistics,New York,Shanghai,2015-11-09 20:35:14,10602.20874,2015-12-13 03:35:14,2015-12-16 03:35:14,Panama,
