Origin,Destination,ETA(Days),RouteID,VoyageID,Distance,ATA(Days),start_date,end_date,Delay
Shanghai,Busan,2,2,22,481.9350185,6,21-03-2018 00:00,27-03-2018 00:00,6
Busan,Los Angeles,20,2,22,5254.901206,21,02-04-2018 00:00,23-04-2018 00:00,6
Shenzhen,Ningbo,2,1,23,746.6292581,3,06-04-2019 00:00,09-04-2019 00:00,6
Ningbo,Shanghai,1,1,23,134.246,6,15-04-2019 00:00,21-04-2019 00:00,6
Shanghai,Busan,2,1,23,481.9350185,3,27-04-2019 00:00,30-04-2019 00:00,6
Busan,Wilmington,36,1,23,10098.33221,39,06-05-2019 00:00,14-06-2019 00:00,6
Wilmington,Savannah,3,1,23,628.8036587,7,20-06-2019 00:00,27-06-2019 00:00,6
Shenzhen,Shanghai,3,2,23,872.8668682,8,27-01-2018 00:00,04-02-2018 00:00,6
Shanghai,Busan,2,2,23,481.9350185,7,10-02-2018 00:00,17-02-2018 00:00,6
Busan,Wilmington,36,2,23,10098.33221,39,23-02-2018 00:00,03-04-2018 00:00,6
Wilmington,Savannah,3,2,23,628.8036587,5,09-04-2018 00:00,14-04-2018 00:00,6
Shenzhen,Ningbo,2,1,24,746.6292581,5,07-12-2019 00:00,12-12-2019 00:00,6
Ningbo,Shanghai,1,1,24,134.246,5,18-12-2019 00:00,23-12-2019 00:00,6
Shanghai,Busan,2,1,24,481.9350185,7,29-12-2019 00:00,05-01-2020 00:00,6
Busan,Wilmington,36,1,24,10098.33221,37,11-01-2020 00:00,17-02-2020 00:00,6
Wilmington,Savannah,3,1,24,628.8036587,5,23-02-2020 00:00,28-02-2020 00:00,6
Savannah,New York,5,1,24,688.4059453,6,05-03-2020 00:00,11-03-2020 00:00,6
Shenzhen,Shanghai,3,2,24,872.8668682,8,11-01-2017 00:00,19-01-2017 00:00,6
Shanghai,Busan,2,2,24,481.9350185,7,25-01-2017 00:00,01-02-2017 00:00,6
Busan,Wilmington,36,2,24,10098.33221,41,07-02-2017 00:00,20-03-2017 00:00,6
Wilmington,Savannah,3,2,24,628.8036587,5,26-03-2017 00:00,31-03-2017 00:00,6
Savannah,New York,5,2,24,688.4059453,7,06-04-2017 00:00,13-04-2017 00:00,6
Shenzhen,Ningbo,2,1,25,746.6292581,4,23-10-2016 00:00,27-10-2016 00:00,6
Ningbo,Shanghai,1,1,25,134.246,3,02-11-2016 00:00,05-11-2016 00:00,6
Shanghai,Busan,2,1,25,481.9350185,6,11-11-2016 00:00,17-11-2016 00:00,6
Busan,Yokohama,2,1,25,644.2606097,5,23-11-2016 00:00,28-11-2016 00:00,6
Yokohama,Seattle,15,1,25,4247.728669,20,04-12-2016 00:00,24-12-2016 00:00,6
Shenzhen,Shanghai,3,2,25,872.8668682,5,08-10-2016 00:00,13-10-2016 00:00,6
Shanghai,Busan,2,2,25,481.9350185,7,19-10-2016 00:00,26-10-2016 00:00,6
Busan,Yokohama,2,2,25,644.2606097,4,01-11-2016 00:00,05-11-2016 00:00,6
Yokohama,Seattle,15,2,25,4247.728669,16,11-11-2016 00:00,27-11-2016 00:00,6
Seattle,Yokohama,15,1,26,4247.728669,19,04-12-2016 00:00,23-12-2016 00:00,5
Yokohama,Busan,2,1,26,644.2606097,4,28-12-2016 00:00,01-01-2017 00:00,6
Busan,Shanghai,2,1,26,481.9350185,5,07-01-2017 00:00,12-01-2017 00:00,6
Shanghai,Shenzhen,3,1,26,872.8668682,5,18-01-2017 00:00,23-01-2017 00:00,6
Seattle,Yokohama,15,2,26,4247.728669,20,17-11-2017 00:00,07-12-2017 00:00,5
Yokohama,Busan,2,2,26,644.2606097,6,12-12-2017 00:00,18-12-2017 00:00,6
Busan,Shanghai,2,2,26,481.9350185,3,24-12-2017 00:00,27-12-2017 00:00,6
Shanghai,Ningbo,1,2,26,134.246,6,02-01-2018 00:00,08-01-2018 00:00,6
Ningbo,Shenzhen,2,2,26,746.6292581,7,14-01-2018 00:00,21-01-2018 00:00,6
New York,Savannah,5,1,27,688.4059453,9,16-01-2018 00:00,25-01-2018 00:00,4
Savannah,Wilmington,3,1,27,628.8036587,4,29-01-2018 00:00,02-02-2018 00:00,6
Wilmington,Busan,36,1,27,10098.33221,37,08-02-2018 00:00,17-03-2018 00:00,6
Busan,Shanghai,2,1,27,481.9350185,3,23-03-2018 00:00,26-03-2018 00:00,6
Shanghai,Shenzhen,3,1,27,872.8668682,7,01-04-2018 00:00,08-04-2018 00:00,6
New York,Savannah,5,2,27,688.4059453,9,10-08-2016 00:00,19-08-2016 00:00,4
Savannah,Wilmington,3,2,27,628.8036587,8,23-08-2016 00:00,31-08-2016 00:00,6
Wilmington,Busan,36,2,27,10098.33221,41,06-09-2016 00:00,17-10-2016 00:00,6
Busan,Shanghai,2,2,27,481.9350185,6,23-10-2016 00:00,29-10-2016 00:00,6
Shanghai,Ningbo,1,2,27,134.246,3,04-11-2016 00:00,07-11-2016 00:00,6
Ningbo,Shenzhen,2,2,27,746.6292581,5,13-11-2016 00:00,18-11-2016 00:00,6
Savannah,Wilmington,3,1,28,628.8036587,6,16-01-2016 00:00,22-01-2016 00:00,6
Wilmington,Busan,36,1,28,10098.33221,39,28-01-2016 00:00,07-03-2016 00:00,6
Busan,Shanghai,2,1,28,481.9350185,5,13-03-2016 00:00,18-03-2016 00:00,6
Shanghai,Shenzhen,3,1,28,872.8668682,6,24-03-2016 00:00,30-03-2016 00:00,6
Savannah,Wilmington,3,2,28,628.8036587,4,09-03-2019 00:00,13-03-2019 00:00,6
Wilmington,Busan,36,2,28,10098.33221,39,19-03-2019 00:00,27-04-2019 00:00,6
Busan,Shanghai,2,2,28,481.9350185,3,03-05-2019 00:00,06-05-2019 00:00,6
Shanghai,Ningbo,1,2,28,134.246,5,12-05-2019 00:00,17-05-2019 00:00,6
Ningbo,Shenzhen,2,2,28,746.6292581,4,23-05-2019 00:00,27-05-2019 00:00,6
Los Angeles,Busan,20,1,29,5254.901206,24,11-12-2017 00:00,04-01-2018 00:00,3
Busan,Shanghai,2,1,29,481.9350185,6,07-01-2018 00:00,13-01-2018 00:00,6
Shanghai,Shenzhen,3,1,29,872.8668682,7,19-01-2018 00:00,26-01-2018 00:00,6
Los Angeles,Busan,20,2,29,5254.901206,24,05-03-2019 00:00,29-03-2019 00:00,3
Busan,Shanghai,2,2,29,481.9350185,5,01-04-2019 00:00,06-04-2019 00:00,6
Shanghai,Ningbo,1,2,29,134.246,6,12-04-2019 00:00,18-04-2019 00:00,6
Ningbo,Shenzhen,2,2,29,746.6292581,4,24-04-2019 00:00,28-04-2019 00:00,6
Long Beach,Busan,20,1,30,5254.9634,22,17-11-2015 00:00,09-12-2015 00:00,2
Busan,Shanghai,2,1,30,481.9350185,5,11-12-2015 00:00,16-12-2015 00:00,6
Shanghai,Shenzhen,3,1,30,872.8668682,5,22-12-2015 00:00,27-12-2015 00:00,6
Long Beach,Busan,20,2,30,5254.9634,21,18-11-2017 00:00,09-12-2017 00:00,2
Busan,Shanghai,2,2,30,481.9350185,7,11-12-2017 00:00,18-12-2017 00:00,6
Shanghai,Ningbo,1,2,30,134.246,6,24-12-2017 00:00,30-12-2017 00:00,6
Ningbo,Shenzhen,2,2,30,746.6292581,6,05-01-2018 00:00,11-01-2018 00:00,6
Seattle,Yokohama,15,1,31,4247.728669,18,28-04-2016 00:00,16-05-2016 00:00,5
Yokohama,Busan,2,1,31,644.2606097,6,21-05-2016 00:00,27-05-2016 00:00,6
Busan,Shanghai,2,1,31,481.9350185,5,02-06-2016 00:00,07-06-2016 00:00,6
Shanghai,Shenzhen,3,1,31,872.8668682,5,13-06-2016 00:00,18-06-2016 00:00,6
Shenzhen,Guangzhou,1,1,31,46.8502718,2,24-06-2016 00:00,26-06-2016 00:00,6
Seattle,Yokohama,15,2,31,4247.728669,16,03-02-2019 00:00,19-02-2019 00:00,5
Yokohama,Busan,2,2,31,644.2606097,7,24-02-2019 00:00,03-03-2019 00:00,6
Busan,Shanghai,2,2,31,481.9350185,5,09-03-2019 00:00,14-03-2019 00:00,6
Shanghai,Ningbo,1,2,31,134.246,4,20-03-2019 00:00,24-03-2019 00:00,6
Ningbo,Shenzhen,2,2,31,746.6292581,5,30-03-2019 00:00,04-04-2019 00:00,6
Shenzhen,Guangzhou,1,2,31,46.8502718,4,10-04-2019 00:00,14-04-2019 00:00,6
New York,Savannah,5,1,32,688.4059453,7,22-05-2018 00:00,29-05-2018 00:00,4
Savannah,Wilmington,3,1,32,628.8036587,6,02-06-2018 00:00,08-06-2018 00:00,6
Wilmington,Busan,36,1,32,10098.33221,39,14-06-2018 00:00,23-07-2018 00:00,6
Busan,Shanghai,2,1,32,481.9350185,5,29-07-2018 00:00,03-08-2018 00:00,6
Shanghai,Shenzhen,3,1,32,872.8668682,7,09-08-2018 00:00,16-08-2018 00:00,6
Shenzhen,Guangzhou,1,1,32,46.8502718,5,22-08-2018 00:00,27-08-2018 00:00,6
New York,Savannah,5,2,32,688.4059453,6,04-03-2017 00:00,10-03-2017 00:00,4
Savannah,Wilmington,3,2,32,628.8036587,6,14-03-2017 00:00,20-03-2017 00:00,6
Wilmington,Busan,36,2,32,10098.33221,39,26-03-2017 00:00,04-05-2017 00:00,6
Busan,Shanghai,2,2,32,481.9350185,7,10-05-2017 00:00,17-05-2017 00:00,6
Shanghai,Ningbo,1,2,32,134.246,2,23-05-2017 00:00,25-05-2017 00:00,6
Ningbo,Shenzhen,2,2,32,746.6292581,3,31-05-2017 00:00,03-06-2017 00:00,6
Shenzhen,Guangzhou,1,2,32,46.8502718,6,09-06-2017 00:00,15-06-2017 00:00,6
Savannah,Wilmington,3,1,33,628.8036587,5,14-01-2017 00:00,19-01-2017 00:00,6
Wilmington,Busan,36,1,33,10098.33221,38,25-01-2017 00:00,04-03-2017 00:00,6
Busan,Shanghai,2,1,33,481.9350185,3,10-03-2017 00:00,13-03-2017 00:00,6
Shanghai,Shenzhen,3,1,33,872.8668682,8,19-03-2017 00:00,27-03-2017 00:00,6
Shenzhen,Guangzhou,1,1,33,46.8502718,4,02-04-2017 00:00,06-04-2017 00:00,6
Savannah,Wilmington,3,2,33,628.8036587,8,23-09-2019 00:00,01-10-2019 00:00,6
Wilmington,Busan,36,2,33,10098.33221,40,07-10-2019 00:00,16-11-2019 00:00,6
Busan,Shanghai,2,2,33,481.9350185,3,22-11-2019 00:00,25-11-2019 00:00,6
Shanghai,Ningbo,1,2,33,134.246,3,01-12-2019 00:00,04-12-2019 00:00,6
Ningbo,Shenzhen,2,2,33,746.6292581,7,10-12-2019 00:00,17-12-2019 00:00,6
Shenzhen,Guangzhou,1,2,33,46.8502718,2,23-12-2019 00:00,25-12-2019 00:00,6
Los Angeles,Busan,20,1,34,5254.901206,24,08-03-2018 00:00,01-04-2018 00:00,3
Busan,Shanghai,2,1,34,481.9350185,7,04-04-2018 00:00,11-04-2018 00:00,6
Shanghai,Shenzhen,3,1,34,872.8668682,4,17-04-2018 00:00,21-04-2018 00:00,6
Shenzhen,Guangzhou,1,1,34,46.8502718,4,27-04-2018 00:00,01-05-2018 00:00,6
Los Angeles,Busan,20,2,34,5254.901206,23,29-11-2015 00:00,22-12-2015 00:00,3
Busan,Shanghai,2,2,34,481.9350185,7,25-12-2015 00:00,01-01-2016 00:00,6
Shanghai,Ningbo,1,2,34,134.246,4,07-01-2016 00:00,11-01-2016 00:00,6
Ningbo,Shenzhen,2,2,34,746.6292581,7,17-01-2016 00:00,24-01-2016 00:00,6
Shenzhen,Guangzhou,1,2,34,46.8502718,2,30-01-2016 00:00,01-02-2016 00:00,6
Long Beach,Busan,20,1,35,5254.9634,23,06-09-2017 00:00,29-09-2017 00:00,2
Busan,Shanghai,2,1,35,481.9350185,3,01-10-2017 00:00,04-10-2017 00:00,6
Shanghai,Shenzhen,3,1,35,872.8668682,4,10-10-2017 00:00,14-10-2017 00:00,6
Shenzhen,Guangzhou,1,1,35,46.8502718,3,20-10-2017 00:00,23-10-2017 00:00,6
Long Beach,Busan,20,2,35,5254.9634,25,09-10-2015 00:00,03-11-2015 00:00,2
Busan,Shanghai,2,2,35,481.9350185,7,05-11-2015 00:00,12-11-2015 00:00,6
Shanghai,Ningbo,1,2,35,134.246,6,18-11-2015 00:00,24-11-2015 00:00,6
Ningbo,Shenzhen,2,2,35,746.6292581,7,30-11-2015 00:00,07-12-2015 00:00,6
Shenzhen,Guangzhou,1,2,35,46.8502718,5,13-12-2015 00:00,18-12-2015 00:00,6
Seattle,Yokohama,15,1,36,4247.728669,20,10-04-2016 00:00,30-04-2016 00:00,5
Yokohama,Busan,2,1,36,644.2606097,5,05-05-2016 00:00,10-05-2016 00:00,6
Busan,Ningbo,8,1,36,506.2098107,11,16-05-2016 00:00,27-05-2016 00:00,6
Ningbo,Shanghai,5,1,36,134.246,9,02-06-2016 00:00,11-06-2016 00:00,6
Seattle,Yokohama,15,2,36,4247.728669,17,15-07-2015 00:00,01-08-2015 00:00,5
Yokohama,Busan,2,2,36,644.2606097,6,06-08-2015 00:00,12-08-2015 00:00,6
Busan,Wenzhou,2,2,36,624.1703,3,18-08-2015 00:00,21-08-2015 00:00,6
Wenzhou,Ningbo,1,2,36,234.4704,5,27-08-2015 00:00,01-09-2015 00:00,6
Ningbo,Shanghai,5,2,36,134.246,9,07-09-2015 00:00,16-09-2015 00:00,6
New York,Savannah,5,1,37,688.4059453,9,30-05-2017 00:00,08-06-2017 00:00,4
Savannah,Wilmington,3,1,37,628.8036587,6,12-06-2017 00:00,18-06-2017 00:00,6
Wilmington,Busan,36,1,37,10098.33221,38,24-06-2017 00:00,01-08-2017 00:00,6
Busan,Ningbo,8,1,37,506.2098107,9,07-08-2017 00:00,16-08-2017 00:00,6
Ningbo,Shanghai,5,1,37,134.246,10,22-08-2017 00:00,01-09-2017 00:00,6
New York,Savannah,5,2,37,688.4059453,7,01-02-2015 00:00,08-02-2015 00:00,4
Savannah,Wilmington,3,2,37,628.8036587,5,12-02-2015 00:00,17-02-2015 00:00,6
Wilmington,Busan,36,2,37,10098.33221,39,23-02-2015 00:00,03-04-2015 00:00,6
Busan,Wenzhou,2,2,37,624.1703,5,09-04-2015 00:00,14-04-2015 00:00,6
Wenzhou,Ningbo,1,2,37,234.4704,5,20-04-2015 00:00,25-04-2015 00:00,6
Ningbo,Shanghai,5,2,37,134.246,10,01-05-2015 00:00,11-05-2015 00:00,6
Savannah,Wilmington,3,1,38,628.8036587,4,02-01-2016 00:00,06-01-2016 00:00,6
Wilmington,Busan,36,1,38,10098.33221,39,12-01-2016 00:00,20-02-2016 00:00,6
Busan,Ningbo,8,1,38,506.2098107,11,26-02-2016 00:00,08-03-2016 00:00,6
Ningbo,Shanghai,5,1,38,134.246,6,14-03-2016 00:00,20-03-2016 00:00,6
Savannah,Wilmington,3,2,38,628.8036587,8,04-05-2018 00:00,12-05-2018 00:00,6
Wilmington,Busan,36,2,38,10098.33221,41,18-05-2018 00:00,28-06-2018 00:00,6
Busan,Wenzhou,2,2,38,624.1703,6,04-07-2018 00:00,10-07-2018 00:00,6
Wenzhou,Ningbo,1,2,38,234.4704,3,16-07-2018 00:00,19-07-2018 00:00,6
Ningbo,Shanghai,5,2,38,134.246,10,25-07-2018 00:00,04-08-2018 00:00,6
Los Angeles,Busan,20,1,39,5254.901206,24,15-11-2016 00:00,09-12-2016 00:00,3
Busan,Ningbo,8,1,39,506.2098107,11,12-12-2016 00:00,23-12-2016 00:00,6
Ningbo,Shanghai,5,1,39,134.246,6,29-12-2016 00:00,04-01-2017 00:00,6
Los Angeles,Busan,20,2,39,5254.901206,22,01-06-2017 00:00,23-06-2017 00:00,3
Busan,Wenzhou,2,2,39,624.1703,4,26-06-2017 00:00,30-06-2017 00:00,6
Wenzhou,Ningbo,1,2,39,234.4704,4,06-07-2017 00:00,10-07-2017 00:00,6
Ningbo,Shanghai,5,2,39,134.246,9,16-07-2017 00:00,25-07-2017 00:00,6
Long Beach,Busan,20,1,40,5254.9634,21,03-02-2019 00:00,24-02-2019 00:00,2
Busan,Ningbo,8,1,40,506.2098107,12,26-02-2019 00:00,10-03-2019 00:00,6
Ningbo,Shanghai,5,1,40,134.246,9,16-03-2019 00:00,25-03-2019 00:00,6
Long Beach,Busan,20,2,40,5254.9634,24,22-02-2016 00:00,17-03-2016 00:00,2
Busan,Wenzhou,2,2,40,624.1703,4,19-03-2016 00:00,23-03-2016 00:00,6
Wenzhou,Ningbo,1,2,40,234.4704,2,29-03-2016 00:00,31-03-2016 00:00,6
Ningbo,Shanghai,5,2,40,134.246,7,06-04-2016 00:00,13-04-2016 00:00,6
Seattle,Yokohama,15,1,41,4247.728669,16,30-08-2016 00:00,15-09-2016 00:00,5
Yokohama,Busan,2,1,41,644.2606097,6,20-09-2016 00:00,26-09-2016 00:00,6
Busan,Ningbo,8,1,41,506.2098107,9,02-10-2016 00:00,11-10-2016 00:00,6
Seattle,Yokohama,15,2,41,4247.728669,19,12-02-2015 00:00,03-03-2015 00:00,5
Yokohama,Busan,2,2,41,644.2606097,5,08-03-2015 00:00,13-03-2015 00:00,6
Busan,Wenzhou,2,2,41,624.1703,6,19-03-2015 00:00,25-03-2015 00:00,6
Wenzhou,Ningbo,1,2,41,234.4704,5,31-03-2015 00:00,05-04-2015 00:00,6
New York,Savannah,5,1,42,688.4059453,6,24-05-2017 00:00,30-05-2017 00:00,4
Savannah,Wilmington,3,1,42,628.8036587,6,03-06-2017 00:00,09-06-2017 00:00,6
Wilmington,Busan,36,1,42,10098.33221,41,15-06-2017 00:00,26-07-2017 00:00,6
Busan,Ningbo,8,1,42,506.2098107,13,01-08-2017 00:00,14-08-2017 00:00,6
New York,Savannah,5,2,42,688.4059453,8,26-11-2019 00:00,04-12-2019 00:00,4
Savannah,Wilmington,3,2,42,628.8036587,7,08-12-2019 00:00,15-12-2019 00:00,6
Wilmington,Busan,36,2,42,10098.33221,37,21-12-2019 00:00,27-01-2020 00:00,6
Busan,Wenzhou,2,2,42,624.1703,7,02-02-2020 00:00,09-02-2020 00:00,6
Wenzhou,Ningbo,1,2,42,234.4704,2,15-02-2020 00:00,17-02-2020 00:00,6
Savannah,Wilmington,3,1,43,628.8036587,6,23-02-2018 00:00,01-03-2018 00:00,6
Wilmington,Busan,36,1,43,10098.33221,41,07-03-2018 00:00,17-04-2018 00:00,6
Busan,Ningbo,8,1,43,506.2098107,9,23-04-2018 00:00,02-05-2018 00:00,6
Savannah,Wilmington,3,2,43,628.8036587,7,11-06-2016 00:00,18-06-2016 00:00,6
Wilmington,Busan,36,2,43,10098.33221,38,24-06-2016 00:00,01-08-2016 00:00,6
Busan,Wenzhou,2,2,43,624.1703,4,07-08-2016 00:00,11-08-2016 00:00,6
Wenzhou,Ningbo,1,2,43,234.4704,5,17-08-2016 00:00,22-08-2016 00:00,6
Los Angeles,Busan,20,1,44,5254.901206,22,15-08-2016 00:00,06-09-2016 00:00,3
Busan,Ningbo,8,1,44,506.2098107,10,09-09-2016 00:00,19-09-2016 00:00,6
Los Angeles,Busan,20,2,44,5254.901206,22,26-01-2018 00:00,17-02-2018 00:00,3
Busan,Wenzhou,2,2,44,624.1703,7,20-02-2018 00:00,27-02-2018 00:00,6
Wenzhou,Ningbo,1,2,44,234.4704,3,05-03-2018 00:00,08-03-2018 00:00,6
Long Beach,Busan,20,1,45,5254.9634,21,30-05-2017 00:00,20-06-2017 00:00,2
Busan,Ningbo,8,1,45,506.2098107,12,22-06-2017 00:00,04-07-2017 00:00,6
Long Beach,Busan,20,2,45,5254.9634,25,13-04-2019 00:00,08-05-2019 00:00,2
Busan,Wenzhou,2,2,45,624.1703,7,10-05-2019 00:00,17-05-2019 00:00,6
Wenzhou,Ningbo,1,2,45,234.4704,2,23-05-2019 00:00,25-05-2019 00:00,6
Seattle,Yokohama,15,1,46,4247.728669,17,08-05-2018 00:00,25-05-2018 00:00,5
Yokohama,Busan,2,1,46,644.2606097,6,30-05-2018 00:00,05-06-2018 00:00,6
Busan,Ningbo,8,1,46,506.2098107,9,11-06-2018 00:00,20-06-2018 00:00,6
Ningbo,Shanghai,5,1,46,134.246,8,26-06-2018 00:00,04-07-2018 00:00,6
Shanghai,Qingdao,3,1,46,335.4135659,7,10-07-2018 00:00,17-07-2018 00:00,6
Seattle,Yokohama,15,2,46,4247.728669,19,14-10-2019 00:00,02-11-2019 00:00,5
Yokohama,Busan,2,2,46,644.2606097,7,07-11-2019 00:00,14-11-2019 00:00,6
Busan,Wenzhou,2,2,46,624.1703,7,20-11-2019 00:00,27-11-2019 00:00,6
Wenzhou,Ningbo,1,2,46,234.4704,6,03-12-2019 00:00,09-12-2019 00:00,6
Ningbo,Shanghai,5,2,46,134.246,7,15-12-2019 00:00,22-12-2019 00:00,6
Shanghai,Qingdao,3,2,46,335.4135659,6,28-12-2019 00:00,03-01-2020 00:00,6
New York,Savannah,5,1,47,688.4059453,9,03-09-2018 00:00,12-09-2018 00:00,4
Savannah,Wilmington,3,1,47,628.8036587,8,16-09-2018 00:00,24-09-2018 00:00,6
Wilmington,Busan,36,1,47,10098.33221,37,30-09-2018 00:00,06-11-2018 00:00,6
Busan,Ningbo,8,1,47,506.2098107,12,12-11-2018 00:00,24-11-2018 00:00,6
Ningbo,Shanghai,5,1,47,134.246,7,30-11-2018 00:00,07-12-2018 00:00,6
Shanghai,Qingdao,3,1,47,335.4135659,5,13-12-2018 00:00,18-12-2018 00:00,6
New York,Savannah,5,2,47,688.4059453,8,25-11-2015 00:00,03-12-2015 00:00,4
Savannah,Wilmington,3,2,47,628.8036587,4,07-12-2015 00:00,11-12-2015 00:00,6
Wilmington,Busan,36,2,47,10098.33221,41,17-12-2015 00:00,27-01-2016 00:00,6
Busan,Wenzhou,2,2,47,624.1703,5,02-02-2016 00:00,07-02-2016 00:00,6
Wenzhou,Ningbo,1,2,47,234.4704,6,13-02-2016 00:00,19-02-2016 00:00,6
Ningbo,Shanghai,5,2,47,134.246,7,25-02-2016 00:00,03-03-2016 00:00,6
Shanghai,Qingdao,3,2,47,335.4135659,5,09-03-2016 00:00,14-03-2016 00:00,6
Savannah,Wilmington,3,1,48,628.8036587,7,19-03-2015 00:00,26-03-2015 00:00,6
Wilmington,Busan,36,1,48,10098.33221,41,01-04-2015 00:00,12-05-2015 00:00,6
Busan,Ningbo,8,1,48,506.2098107,9,18-05-2015 00:00,27-05-2015 00:00,6
Ningbo,Shanghai,5,1,48,134.246,6,02-06-2015 00:00,08-06-2015 00:00,6
Shanghai,Qingdao,3,1,48,335.4135659,7,14-06-2015 00:00,21-06-2015 00:00,6
Savannah,Wilmington,3,2,48,628.8036587,6,05-04-2017 00:00,11-04-2017 00:00,6
Wilmington,Busan,36,2,48,10098.33221,37,17-04-2017 00:00,24-05-2017 00:00,6
Busan,Wenzhou,2,2,48,624.1703,4,30-05-2017 00:00,03-06-2017 00:00,6
Wenzhou,Ningbo,1,2,48,234.4704,3,09-06-2017 00:00,12-06-2017 00:00,6
Ningbo,Shanghai,5,2,48,134.246,8,18-06-2017 00:00,26-06-2017 00:00,6
Shanghai,Qingdao,3,2,48,335.4135659,4,02-07-2017 00:00,06-07-2017 00:00,6
Los Angeles,Busan,20,1,49,5254.901206,21,04-06-2016 00:00,25-06-2016 00:00,3
Busan,Ningbo,8,1,49,506.2098107,13,28-06-2016 00:00,11-07-2016 00:00,6
Ningbo,Shanghai,5,1,49,134.246,6,17-07-2016 00:00,23-07-2016 00:00,6
Shanghai,Qingdao,3,1,49,335.4135659,6,29-07-2016 00:00,04-08-2016 00:00,6
Los Angeles,Busan,20,2,49,5254.901206,23,03-01-2018 00:00,26-01-2018 00:00,3
Busan,Wenzhou,2,2,49,624.1703,6,29-01-2018 00:00,04-02-2018 00:00,6
Wenzhou,Ningbo,1,2,49,234.4704,6,10-02-2018 00:00,16-02-2018 00:00,6
Ningbo,Shanghai,5,2,49,134.246,9,22-02-2018 00:00,03-03-2018 00:00,6
Shanghai,Qingdao,3,2,49,335.4135659,7,09-03-2018 00:00,16-03-2018 00:00,6
Long Beach,Busan,20,1,50,5254.9634,23,25-03-2018 00:00,17-04-2018 00:00,2
Busan,Ningbo,8,1,50,506.2098107,11,19-04-2018 00:00,30-04-2018 00:00,6
Ningbo,Shanghai,5,1,50,134.246,7,06-05-2018 00:00,13-05-2018 00:00,6
Shanghai,Qingdao,3,1,50,335.4135659,8,19-05-2018 00:00,27-05-2018 00:00,6
Long Beach,Busan,20,2,50,5254.9634,21,26-11-2017 00:00,17-12-2017 00:00,2
Busan,Wenzhou,2,2,50,624.1703,7,19-12-2017 00:00,26-12-2017 00:00,6
Wenzhou,Ningbo,1,2,50,234.4704,4,01-01-2018 00:00,05-01-2018 00:00,6
Ningbo,Shanghai,5,2,50,134.246,9,11-01-2018 00:00,20-01-2018 00:00,6
Shanghai,Qingdao,3,2,50,335.4135659,5,26-01-2018 00:00,31-01-2018 00:00,6
Qingdao,Shanghai,3,1,1,335.4135659,4,27-01-2015 00:00,31-01-2015 00:00,1
Shanghai,Ningbo,5,1,1,161.5943334,7,01-02-2015 00:00,08-02-2015 00:00,6
Ningbo,Wenzhou,1,1,1,234.4704,5,14-02-2015 00:00,19-02-2015 00:00,6
Wenzhou,Busan,2,1,1,624.1703,4,25-02-2015 00:00,01-03-2015 00:00,6
Busan,Long Beach,20,1,1,5254.9634,25,07-03-2015 00:00,01-04-2015 00:00,6
Qingdao,Shanghai,3,2,1,335.4135659,4,09-04-2017 00:00,13-04-2017 00:00,1
Shanghai,Ningbo,5,2,1,161.5943334,8,14-04-2017 00:00,22-04-2017 00:00,6
Ningbo,Busan,8,2,1,506.2098107,12,28-04-2017 00:00,10-05-2017 00:00,6
Busan,Long Beach,20,2,1,5254.9634,24,16-05-2017 00:00,09-06-2017 00:00,6
Qingdao,Shanghai,3,1,2,335.4135659,8,10-01-2015 00:00,18-01-2015 00:00,1
Shanghai,Ningbo,5,1,2,161.5943334,6,19-01-2015 00:00,25-01-2015 00:00,6
Ningbo,Wenzhou,1,1,2,234.4704,6,31-01-2015 00:00,06-02-2015 00:00,6
Wenzhou,Busan,2,1,2,624.1703,6,12-02-2015 00:00,18-02-2015 00:00,6
Busan,Los Angeles,20,1,2,5254.901206,22,24-02-2015 00:00,18-03-2015 00:00,6
Qingdao,Shanghai,3,2,2,335.4135659,7,14-07-2018 00:00,21-07-2018 00:00,1
Shanghai,Ningbo,5,2,2,161.5943334,9,22-07-2018 00:00,31-07-2018 00:00,6
Ningbo,Busan,8,2,2,506.2098107,10,06-08-2018 00:00,16-08-2018 00:00,6
Busan,Los Angeles,20,2,2,5254.901206,25,22-08-2018 00:00,16-09-2018 00:00,6
Qingdao,Shanghai,3,1,3,335.4135659,4,25-04-2015 00:00,29-04-2015 00:00,1
Shanghai,Ningbo,5,1,3,161.5943334,7,30-04-2015 00:00,07-05-2015 00:00,6
Ningbo,Wenzhou,1,1,3,234.4704,5,13-05-2015 00:00,18-05-2015 00:00,6
Wenzhou,Busan,2,1,3,624.1703,4,24-05-2015 00:00,28-05-2015 00:00,6
Busan,Wilmington,36,1,3,10098.33221,38,03-06-2015 00:00,11-07-2015 00:00,6
Wilmington,Savannah,3,1,3,628.8036587,5,17-07-2015 00:00,22-07-2015 00:00,6
Qingdao,Shanghai,3,2,3,335.4135659,6,13-05-2019 00:00,19-05-2019 00:00,1
Shanghai,Ningbo,5,2,3,161.5943334,6,20-05-2019 00:00,26-05-2019 00:00,6
Ningbo,Busan,8,2,3,506.2098107,13,01-06-2019 00:00,14-06-2019 00:00,6
Busan,Wilmington,36,2,3,10098.33221,39,20-06-2019 00:00,29-07-2019 00:00,6
Wilmington,Savannah,3,2,3,628.8036587,7,04-08-2019 00:00,11-08-2019 00:00,6
